eclit1,eclit2,eclit3,finlit1,finlit2,finlit3,control,certainty_c,cb_c,workstatus_c,occupation_c,sector_c,income_c,education_c,leftright_c,age_c,gender_c,region_c,treat,certainty_t,cb_t,workstatus_t,occupation_t,sector_t,income_t,education_t,leftright_t,age_t,gender_t,region_t
Sia per pagare le pensioni future che le pensioni attuali,Non so,"Nel breve periodo potrebbe esserci un calo dei salari e dell'occupazione dei nativi non altamente qualificati, ma quest'ultimo sarebbe compensato dal generale aumento di salari e occupazione nel lungo periodo",Più di 102 euro,Esattamente come prima,Falsa,,,,,,,,,,,,,,,,,,,,,,,,
Sia per pagare le pensioni future che le pensioni attuali,Non so,"Nel breve periodo potrebbe esserci un calo dei salari e dell'occupazione dei nativi non altamente qualificati, ma quest'ultimo sarebbe compensato dal generale aumento di salari e occupazione nel lungo periodo",Più di 102 euro,Meno di prima,Non so,,,,,,,,,,,,,,,,,,,,,,,,
Solo per pagare le pensioni attuali,I consumatori pagheranno prezzi più alti per i prodotti,"I lavoratori nativi perdono, in termini di salari e occupazione,  sia nel breve periodo che nel lungo periodo in tutti i settori",Più di 102 euro,Meno di prima,Falsa,Sì,9,-60,Occupato,Consulente,Non so,"Tra i 3,000 e i 7,000",Diploma,1,59,Femmina,Lazio,,,,,,,,,,,,
Solo per pagare le pensioni attuali,I consumatori pagheranno prezzi più alti per i prodotti,"Nel breve periodo potrebbe esserci un calo dei salari e dell'occupazione dei nativi non altamente qualificati, ma quest'ultimo sarebbe compensato dal generale aumento di salari e occupazione nel lungo periodo",Più di 102 euro,Meno di prima,Falsa,Sì,4,-200,Occupato,Impiegato,Settore impiegatizio (es.: segretario - impiegato d'ufficio - capo servizio - contabile),"Tra i 20,000 e i 30,000",Diploma,3,34,Maschio,Liguria,,,,,,,,,,,,
Sia per pagare le pensioni future che le pensioni attuali,I consumatori pagheranno prezzi più alti per i prodotti,"I lavoratori nativi perdono, in termini di salari e occupazione,  sia nel breve periodo che nel lungo periodo in tutti i settori",Esattamente 102 euro,Meno di prima,Vera,,,,,,,,,,,,,,,,,,,,,,,,
Solo per pagare le pensioni future,I consumatori pagheranno prezzi più alti per i prodotti,Non so,Più di 102 euro,Meno di prima,Non so,,,,,,,,,,,,,,,,,,,,,,,,
Solo per pagare le pensioni future,Il costo di produzione dei prodotti scenderà,"Nel breve periodo potrebbe esserci un calo dei salari e dell'occupazione dei nativi non altamente qualificati, ma quest'ultimo sarebbe compensato dal generale aumento di salari e occupazione nel lungo periodo",Esattamente 102 euro,Esattamente come prima,Vera,,,,,,,,,,,,,Sì,8,100,Occupato,Sicurezza ,Non so,"Tra i 10,000 e i 15,000",Diploma,6,35,Femmina,Emilia-Romagna
Sia per pagare le pensioni future che le pensioni attuali,Non so,Non so,Meno di 102 euro,Meno di prima,Falsa,,,,,,,,,,,,,,,,,,,,,,,,
Solo per pagare le pensioni attuali,Le opportunità di lavoro in industrie esportatrici aumenteranno,"I lavoratori nativi perdono, in termini di salari e occupazione,  sia nel breve periodo che nel lungo periodo in tutti i settori",Meno di 102 euro,Meno di prima,Falsa,,,,,,,,,,,,,,,,,,,,,,,,
Sia per pagare le pensioni future che le pensioni attuali,I consumatori pagheranno prezzi più alti per i prodotti,"Nel breve periodo potrebbe esserci un calo dei salari e dell'occupazione dei nativi non altamente qualificati, ma quest'ultimo sarebbe compensato dal generale aumento di salari e occupazione nel lungo periodo",Più di 102 euro,Meno di prima,Falsa,Sì,5,-60,In cerca di lavoro,,,"Tra i 20,000 e i 30,000",Laurea,0 (sinistra),40,Maschio,Calabria,,,,,,,,,,,,
Sia per pagare le pensioni future che le pensioni attuali,Le opportunità di lavoro in industrie esportatrici aumenteranno,"I lavoratori nativi perdono, in termini di salari e occupazione,  sia nel breve periodo che nel lungo periodo in tutti i settori",Più di 102 euro,Meno di prima,Falsa,,,,,,,,,,,,,,,,,,,,,,,,
Sia per pagare le pensioni future che le pensioni attuali,I consumatori pagheranno prezzi più alti per i prodotti,"I lavoratori nativi perdono, in termini di salari e occupazione,  sia nel breve periodo che nel lungo periodo in tutti i settori",Più di 102 euro,Meno di prima,Falsa,,,,,,,,,,,,,,,,,,,,,,,,
Sia per pagare le pensioni future che le pensioni attuali,I consumatori pagheranno prezzi più alti per i prodotti,"Nel breve periodo potrebbe esserci un calo dei salari e dell'occupazione dei nativi non altamente qualificati, ma quest'ultimo sarebbe compensato dal generale aumento di salari e occupazione nel lungo periodo",Più di 102 euro,Esattamente come prima,Falsa,,,,,,,,,,,,,,,,,,,,,,,,
Sia per pagare le pensioni future che le pensioni attuali,Non so,Non so,Non so,Non so,Non so,,,,,,,,,,,,,Sì,10 (Molto sicuro),160,In cerca di lavoro,,,"Meno di 3,000",Media Inferiore,0 (sinistra),23,Maschio,Lazio
Sia per pagare le pensioni future che le pensioni attuali,Il costo di produzione dei prodotti scenderà,"Nel breve periodo potrebbe esserci un calo dei salari e dell'occupazione dei nativi non altamente qualificati, ma quest'ultimo sarebbe compensato dal generale aumento di salari e occupazione nel lungo periodo",Più di 102 euro,Meno di prima,Falsa,,,,,,,,,,,,,,,,,,,,,,,,
Sia per pagare le pensioni future che le pensioni attuali,Le opportunità di lavoro in industrie esportatrici aumenteranno,"I lavoratori nativi perdono, in termini di salari e occupazione,  sia nel breve periodo che nel lungo periodo in tutti i settori",Più di 102 euro,Meno di prima,Non so,,,,,,,,,,,,,,,,,,,,,,,,
Sia per pagare le pensioni future che le pensioni attuali,Le opportunità di lavoro in industrie esportatrici aumenteranno,"I lavoratori nativi perdono, in termini di salari e occupazione,  sia nel breve periodo che nel lungo periodo in tutti i settori",Più di 102 euro,Meno di prima,Falsa,,,,,,,,,,,,,,,,,,,,,,,,
Sia per pagare le pensioni future che le pensioni attuali,I consumatori pagheranno prezzi più alti per i prodotti,"Nel breve periodo potrebbe esserci un aumento dei salari e dell'occupazione dei nativi non altamente qualificati , ma quest'ultimo sarebbe compensato da un generale calo di salari e occupazione nel lungo periodo",Più di 102 euro,Meno di prima,Falsa,,,,,,,,,,,,,,,,,,,,,,,,
Sia per pagare le pensioni future che le pensioni attuali,Non so,"Nel breve periodo potrebbe esserci un calo dei salari e dell'occupazione dei nativi non altamente qualificati, ma quest'ultimo sarebbe compensato dal generale aumento di salari e occupazione nel lungo periodo",Più di 102 euro,Meno di prima,Falsa,,,,,,,,,,,,,,,,,,,,,,,,
Sia per pagare le pensioni future che le pensioni attuali,I consumatori pagheranno prezzi più alti per i prodotti,"Nel breve periodo potrebbe esserci un calo dei salari e dell'occupazione dei nativi non altamente qualificati, ma quest'ultimo sarebbe compensato dal generale aumento di salari e occupazione nel lungo periodo",Più di 102 euro,Meno di prima,Falsa,,,,,,,,,,,,,Sì,10 (Molto sicuro),-60,Occupato,Geometra ,"Professioni intellettuali, libere e scientifiche (es.: dottore - insegnante - ingegnere - artista - espero contabile - commercialista)","Tra i 10,000 e i 15,000",Laurea,5,43,Maschio,Calabria
Solo per pagare le pensioni attuali,I consumatori pagheranno prezzi più alti per i prodotti,"Nel breve periodo potrebbe esserci un aumento dei salari e dell'occupazione dei nativi non altamente qualificati , ma quest'ultimo sarebbe compensato da un generale calo di salari e occupazione nel lungo periodo",Più di 102 euro,Meno di prima,Vera,,,,,,,,,,,,,,,,,,,,,,,,
Solo per pagare le pensioni attuali,I consumatori pagheranno prezzi più alti per i prodotti,"I lavoratori nativi perdono, in termini di salari e occupazione,  sia nel breve periodo che nel lungo periodo in tutti i settori",Meno di 102 euro,Meno di prima,Falsa,,,,,,,,,,,,,,,,,,,,,,,,
Sia per pagare le pensioni future che le pensioni attuali,I consumatori pagheranno prezzi più alti per i prodotti,"I lavoratori nativi perdono, in termini di salari e occupazione,  sia nel breve periodo che nel lungo periodo in tutti i settori",Più di 102 euro,Meno di prima,Non so,,,,,,,,,,,,,,,,,,,,,,,,
Sia per pagare le pensioni future che le pensioni attuali,Non so,Non so,Più di 102 euro,Meno di prima,Non so,,,,,,,,,,,,,,,,,,,,,,,,
Sia per pagare le pensioni future che le pensioni attuali,I consumatori pagheranno prezzi più alti per i prodotti,"Nel breve periodo potrebbe esserci un calo dei salari e dell'occupazione dei nativi non altamente qualificati, ma quest'ultimo sarebbe compensato dal generale aumento di salari e occupazione nel lungo periodo",Più di 102 euro,Meno di prima,Falsa,Sì,10 (Molto sicuro),-60,Occupato,Operaio,Operaio specializzato (es.: capo cantiere - meccanico - tipografo - fabbricante attrezzi e stampi - elettricista),"Tra i 20,000 e i 30,000",Diploma,5,39,Maschio,Emilia-Romagna,,,,,,,,,,,,
Solo per pagare le pensioni attuali,Il costo di produzione dei prodotti scenderà,"I lavoratori nativi perdono, in termini di salari e occupazione,  sia nel breve periodo che nel lungo periodo in tutti i settori",Più di 102 euro,Meno di prima,Falsa,,,,,,,,,,,,,,,,,,,,,,,,
Non so,Le opportunità di lavoro in industrie esportatrici aumenteranno,"Nel breve periodo potrebbe esserci un aumento dei salari e dell'occupazione dei nativi non altamente qualificati , ma quest'ultimo sarebbe compensato da un generale calo di salari e occupazione nel lungo periodo",Più di 102 euro,Meno di prima,Non so,,,,,,,,,,,,,,,,,,,,,,,,
Solo per pagare le pensioni attuali,I consumatori pagheranno prezzi più alti per i prodotti,"I lavoratori nativi perdono, in termini di salari e occupazione,  sia nel breve periodo che nel lungo periodo in tutti i settori",Più di 102 euro,Esattamente come prima,Vera,,,,,,,,,,,,,,,,,,,,,,,,
Solo per pagare le pensioni future,Non so,"Nel breve periodo potrebbe esserci un calo dei salari e dell'occupazione dei nativi non altamente qualificati, ma quest'ultimo sarebbe compensato dal generale aumento di salari e occupazione nel lungo periodo",Meno di 102 euro,Non so,Vera,Sì,10 (Molto sicuro),160,Altro inattivo,,,"Tra i 15,000 e i 20,000",Diploma,2,41,Femmina,Campania,,,,,,,,,,,,
Solo per pagare le pensioni future,Le opportunità di lavoro in industrie esportatrici aumenteranno,"Nel breve periodo potrebbe esserci un calo dei salari e dell'occupazione dei nativi non altamente qualificati, ma quest'ultimo sarebbe compensato dal generale aumento di salari e occupazione nel lungo periodo",Più di 102 euro,Meno di prima,Vera,,,,,,,,,,,,,,,,,,,,,,,,
Solo per pagare le pensioni future,Il costo di produzione dei prodotti scenderà,Non so,Più di 102 euro,Non so,Falsa,,,,,,,,,,,,,,,,,,,,,,,,
Solo per pagare le pensioni attuali,Le opportunità di lavoro in industrie esportatrici aumenteranno,"I lavoratori nativi perdono, in termini di salari e occupazione,  sia nel breve periodo che nel lungo periodo in tutti i settori",Meno di 102 euro,Meno di prima,Falsa,,,,,,,,,,,,,,,,,,,,,,,,
Solo per pagare le pensioni future,Non so,Non so,Più di 102 euro,Meno di prima,Non so,,,,,,,,,,,,,,,,,,,,,,,,
Non so,I consumatori pagheranno prezzi più alti per i prodotti,"Nel breve periodo potrebbe esserci un aumento dei salari e dell'occupazione dei nativi non altamente qualificati , ma quest'ultimo sarebbe compensato da un generale calo di salari e occupazione nel lungo periodo",Più di 102 euro,Esattamente come prima,Vera,,,,,,,,,,,,,,,,,,,,,,,,
Solo per pagare le pensioni future,Non so,Non so,Più di 102 euro,Meno di prima,Non so,,,,,,,,,,,,,,,,,,,,,,,,
Sia per pagare le pensioni future che le pensioni attuali,I consumatori pagheranno prezzi più alti per i prodotti,"Nel breve periodo potrebbe esserci un calo dei salari e dell'occupazione dei nativi non altamente qualificati, ma quest'ultimo sarebbe compensato dal generale aumento di salari e occupazione nel lungo periodo",Più di 102 euro,Esattamente come prima,Falsa,,,,,,,,,,,,,,,,,,,,,,,,
Solo per pagare le pensioni attuali,Le opportunità di lavoro in industrie esportatrici aumenteranno,"Nel breve periodo potrebbe esserci un aumento dei salari e dell'occupazione dei nativi non altamente qualificati , ma quest'ultimo sarebbe compensato da un generale calo di salari e occupazione nel lungo periodo",Meno di 102 euro,Esattamente come prima,Vera,,,,,,,,,,,,,Sì,8,-240,Pensionato da lavoro,,,"Tra i 15,000 e i 20,000",Laurea,8,20,Femmina,Lazio
Solo per pagare le pensioni attuali,Il costo di produzione dei prodotti scenderà,"Nel breve periodo potrebbe esserci un calo dei salari e dell'occupazione dei nativi non altamente qualificati, ma quest'ultimo sarebbe compensato dal generale aumento di salari e occupazione nel lungo periodo",Meno di 102 euro,Meno di prima,Non so,,,,,,,,,,,,,,,,,,,,,,,,
Solo per pagare le pensioni future,I consumatori pagheranno prezzi più alti per i prodotti,"Nel breve periodo potrebbe esserci un aumento dei salari e dell'occupazione dei nativi non altamente qualificati , ma quest'ultimo sarebbe compensato da un generale calo di salari e occupazione nel lungo periodo",Più di 102 euro,Meno di prima,Falsa,,,,,,,,,,,,,,,,,,,,,,,,
Solo per pagare le pensioni attuali,I consumatori pagheranno prezzi più alti per i prodotti,"I lavoratori nativi perdono, in termini di salari e occupazione,  sia nel breve periodo che nel lungo periodo in tutti i settori",Più di 102 euro,Meno di prima,Vera,,,,,,,,,,,,,,,,,,,,,,,,
Sia per pagare le pensioni future che le pensioni attuali,I consumatori pagheranno prezzi più alti per i prodotti,"Nel breve periodo potrebbe esserci un calo dei salari e dell'occupazione dei nativi non altamente qualificati, ma quest'ultimo sarebbe compensato dal generale aumento di salari e occupazione nel lungo periodo",Più di 102 euro,Esattamente come prima,Non so,,,,,,,,,,,,,,,,,,,,,,,,
Sia per pagare le pensioni future che le pensioni attuali,Il costo di produzione dei prodotti scenderà,Non so,Più di 102 euro,Non so,Non so,No,10 (Molto sicuro),100,Occupato,Operaia,Non so,"Tra i 20,000 e i 30,000",Diploma,5,41,Femmina,Toscana,,,,,,,,,,,,
Non so,Non so,Non so,Non so,Non so,Non so,,,,,,,,,,,,,No,5,-240,Studente,,,"Oltre i 75,000",Media Inferiore,10 (destra),28,Maschio,Campania
Sia per pagare le pensioni future che le pensioni attuali,Non so,Non so,Più di 102 euro,Meno di prima,Non so,,,,,,,,,,,,,,,,,,,,,,,,
Sia per pagare le pensioni future che le pensioni attuali,I consumatori pagheranno prezzi più alti per i prodotti,"I lavoratori nativi perdono, in termini di salari e occupazione,  sia nel breve periodo che nel lungo periodo in tutti i settori",Meno di 102 euro,Meno di prima,Non so,,,,,,,,,,,,,,,,,,,,,,,,
Sia per pagare le pensioni future che le pensioni attuali,Le opportunità di lavoro in industrie esportatrici aumenteranno,"Nel breve periodo potrebbe esserci un aumento dei salari e dell'occupazione dei nativi non altamente qualificati , ma quest'ultimo sarebbe compensato da un generale calo di salari e occupazione nel lungo periodo",Più di 102 euro,Non so,Vera,,,,,,,,,,,,,Sì,7,160,Occupato,Operaio,Settore vendite (es.: venditore - negoziante - commesso - assicuratore - rappresentante),"Tra i 20,000 e i 30,000",Diploma,10 (destra),24,Maschio,Lombardia
Solo per pagare le pensioni attuali,Le opportunità di lavoro in industrie esportatrici aumenteranno,"Nel breve periodo potrebbe esserci un aumento dei salari e dell'occupazione dei nativi non altamente qualificati , ma quest'ultimo sarebbe compensato da un generale calo di salari e occupazione nel lungo periodo",Più di 102 euro,Esattamente come prima,Falsa,,,,,,,,,,,,,,,,,,,,,,,,
Solo per pagare le pensioni attuali,I consumatori pagheranno prezzi più alti per i prodotti,Non so,Più di 102 euro,Meno di prima,Falsa,,,,,,,,,,,,,No,8,-240,In cerca di lavoro,,,"Meno di 3,000",Diploma,1,49,Maschio,Veneto
Solo per pagare le pensioni attuali,I consumatori pagheranno prezzi più alti per i prodotti,"Nel breve periodo potrebbe esserci un calo dei salari e dell'occupazione dei nativi non altamente qualificati, ma quest'ultimo sarebbe compensato dal generale aumento di salari e occupazione nel lungo periodo",Più di 102 euro,Meno di prima,Falsa,No,5,-200,Altro inattivo,,,"Tra i 10,000 e i 15,000",Laurea,3,49,Femmina,Veneto,,,,,,,,,,,,
Solo per pagare le pensioni attuali,I consumatori pagheranno prezzi più alti per i prodotti,"Nel breve periodo potrebbe esserci un calo dei salari e dell'occupazione dei nativi non altamente qualificati, ma quest'ultimo sarebbe compensato dal generale aumento di salari e occupazione nel lungo periodo",Più di 102 euro,Non so,Vera,,,,,,,,,,,,,,,,,,,,,,,,
,Il costo di produzione dei prodotti scenderà,"Nel breve periodo potrebbe esserci un calo dei salari e dell'occupazione dei nativi non altamente qualificati, ma quest'ultimo sarebbe compensato dal generale aumento di salari e occupazione nel lungo periodo",Più di 102 euro,Non so,Non so,,,,,,,,,,,,,,,,,,,,,,,,
